"subject" "activity" "measurement" "mean_of_means"
"1278" "15" "STANDING" "fBodyAccJerk.mean...X" -0.985353492641509
"1279" "15" "STANDING" "fBodyAccJerk.mean...Y" -0.967884709433962
"1280" "15" "STANDING" "fBodyAccJerk.mean...Z" -0.982632302830189
"1281" "15" "STANDING" "fBodyGyro.mean...X" -0.950380286226415
"1282" "15" "STANDING" "fBodyGyro.mean...Y" -0.975133868867925
"1283" "15" "STANDING" "fBodyGyro.mean...Z" -0.96826485509434
"1284" "15" "STANDING" "fBodyAccMag.mean.." -0.960337344339623
"1285" "15" "STANDING" "fBodyBodyAccJerkMag.mean.." -0.979078785660377
"1286" "15" "STANDING" "fBodyBodyGyroMag.mean.." -0.956733900188679
"1287" "15" "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.983188091886792
"1288" "15" "WALKING" "tBodyAcc.mean...X" 0.273899207962963
"1289" "15" "WALKING" "tBodyAcc.mean...Y" -0.0170809740090741
"1290" "15" "WALKING" "tBodyAcc.mean...Z" -0.107621819518519
"1291" "15" "WALKING" "tGravityAcc.mean...X" 0.951524391481481
"1292" "15" "WALKING" "tGravityAcc.mean...Y" -0.233918282592593
"1293" "15" "WALKING" "tGravityAcc.mean...Z" 0.0757356734814815
"1294" "15" "WALKING" "tBodyAccJerk.mean...X" 0.0897770721666667
"1295" "15" "WALKING" "tBodyAccJerk.mean...Y" 0.00890588563518519
"1296" "15" "WALKING" "tBodyAccJerk.mean...Z" 0.000658706162574074
"1297" "15" "WALKING" "tBodyGyro.mean...X" -0.0554883847662963
"1298" "15" "WALKING" "tBodyGyro.mean...Y" -0.06124278833
"1299" "15" "WALKING" "tBodyGyro.mean...Z" 0.0842484921022222
"1300" "15" "WALKING" "tBodyGyroJerk.mean...X" -0.0776692754648148
"1301" "15" "WALKING" "tBodyGyroJerk.mean...Y" -0.0552536572125926
"1302" "15" "WALKING" "tBodyGyroJerk.mean...Z" -0.0510976492333333
"1303" "15" "WALKING" "tBodyAccMag.mean.." -0.186514650759259
"1304" "15" "WALKING" "tGravityAccMag.mean.." -0.186514650759259
"1305" "15" "WALKING" "tBodyAccJerkMag.mean.." -0.320129322962963
"1306" "15" "WALKING" "tBodyGyroMag.mean.." -0.243711124444444
"1307" "15" "WALKING" "tBodyGyroJerkMag.mean.." -0.543979500555556
"1308" "15" "WALKING" "fBodyAcc.mean...X" -0.31744092037037
"1309" "15" "WALKING" "fBodyAcc.mean...Y" 0.111321097159074
"1310" "15" "WALKING" "fBodyAcc.mean...Z" -0.554942138148148
"1311" "15" "WALKING" "fBodyAccJerk.mean...X" -0.39082198537037
"1312" "15" "WALKING" "fBodyAccJerk.mean...Y" -0.0669378062222222
"1313" "15" "WALKING" "fBodyAccJerk.mean...Z" -0.648905254074074
"1314" "15" "WALKING" "fBodyGyro.mean...X" -0.253399360296296
"1315" "15" "WALKING" "fBodyGyro.mean...Y" -0.535422096111111
"1316" "15" "WALKING" "fBodyGyro.mean...Z" -0.461464065555556
"1317" "15" "WALKING" "fBodyAccMag.mean.." -0.275156242062037
"1318" "15" "WALKING" "fBodyBodyAccJerkMag.mean.." -0.289753952407407
"1319" "15" "WALKING" "fBodyBodyGyroMag.mean.." -0.489166383703704
"1320" "15" "WALKING" "fBodyBodyGyroJerkMag.mean.." -0.645075178148148
"1321" "15" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...X" 0.280198851190476
"1322" "15" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Y" -0.00563047804309524
"1323" "15" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Z" -0.110526066428571
"1324" "15" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...X" 0.932302200476191
"1325" "15" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Y" -0.167462317142857
"1326" "15" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Z" 0.0788822410992857
"1327" "15" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...X" 0.0711457160166667
"1328" "15" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Y" 0.01511589985
"1329" "15" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Z" -0.0100212901547619
"1330" "15" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...X" -0.136618653071429
"1331" "15" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Y" -0.0346755727619048
"1332" "15" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Z" 0.0711758197607143
"1333" "15" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...X" -0.0482532079928571
"1334" "15" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Y" -0.0495415503071429
"1335" "15" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Z" -0.0339213064857143
"1336" "15" "WALKING_DOWNSTAIRS" "tBodyAccMag.mean.." 0.320449387166667
"1337" "15" "WALKING_DOWNSTAIRS" "tGravityAccMag.mean.." 0.320449387166667
"1338" "15" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.0372666071540476
"1339" "15" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.121686320740476
"1340" "15" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean.." -0.509466648095238
"1341" "15" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...X" 0.235309825547619
"1342" "15" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Y" 0.167518099964286
"1343" "15" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Z" -0.259812204547619
"1344" "15" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...X" 0.0619687485333333
"1345" "15" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Y" -0.0269769415214286
"1346" "15" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Z" -0.345376541261905
"1347" "15" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...X" -0.22735956545
"1348" "15" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Y" -0.402332301666667
"1349" "15" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Z" -0.18319480152381
"1350" "15" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.331150229285714
"1351" "15" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean.." 0.158413334683333
"1352" "15" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.373898631190476
"1353" "15" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.565396130714286
"1354" "15" "WALKING_UPSTAIRS" "tBodyAcc.mean...X" 0.270187595833333
"1355" "15" "WALKING_UPSTAIRS" "tBodyAcc.mean...Y" -0.0287523860708333
"1356" "15" "WALKING_UPSTAIRS" "tBodyAcc.mean...Z" -0.116952464895833
"1357" "15" "WALKING_UPSTAIRS" "tGravityAcc.mean...X" 0.918544812291667
"1358" "15" "WALKING_UPSTAIRS" "tGravityAcc.mean...Y" -0.3149610125
"1359" "15" "WALKING_UPSTAIRS" "tGravityAcc.mean...Z" 0.0811803405
"1360" "15" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...X" 0.07297243298125
"1361" "15" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Y" -0.00417361847916667
"1362" "15" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Z" -0.00525879898958333
"1363" "15" "WALKING_UPSTAIRS" "tBodyGyro.mean...X" 0.0903340029875
"1364" "15" "WALKING_UPSTAIRS" "tBodyGyro.mean...Y" -0.154721289270833
"1365" "15" "WALKING_UPSTAIRS" "tBodyGyro.mean...Z" 0.0911681484547917
"1366" "15" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...X" -0.144485986527083
"1367" "15" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Y" -0.0365419164020833
"1368" "15" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Z" -0.0767242496041667
"1369" "15" "WALKING_UPSTAIRS" "tBodyAccMag.mean.." -0.000971394711666667
"1370" "15" "WALKING_UPSTAIRS" "tGravityAccMag.mean.." -0.000971394711666667
"1371" "15" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.316050382083333
"1372" "15" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.201217274
"1373" "15" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean.." -0.663637117708333
"1374" "15" "WALKING_UPSTAIRS" "fBodyAcc.mean...X" -0.0746328434375
"1375" "15" "WALKING_UPSTAIRS" "fBodyAcc.mean...Y" -0.1019354328
"1376" "15" "WALKING_UPSTAIRS" "fBodyAcc.mean...Z" -0.5395910825
"1377" "15" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...X" -0.2370530733125
"1378" "15" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Y" -0.338102216666667
"1379" "15" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Z" -0.714554172708333
"1380" "15" "WALKING_UPSTAIRS" "fBodyGyro.mean...X" -0.361096856875
"1381" "15" "WALKING_UPSTAIRS" "fBodyGyro.mean...Y" -0.517025245833333
"1382" "15" "WALKING_UPSTAIRS" "fBodyGyro.mean...Z" -0.485701745833333
"1383" "15" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.165242147958333
"1384" "15" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.261956679958333
"1385" "15" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.45369356625
"1386" "15" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.731422357916667
"1387" "16" "LAYING" "tBodyAcc.mean...X" 0.274227162571429
"1388" "16" "LAYING" "tBodyAcc.mean...Y" -0.0166103510562857
"1389" "16" "LAYING" "tBodyAcc.mean...Z" -0.107310493242857
"1390" "16" "LAYING" "tGravityAcc.mean...X" -0.206783742242857
"1391" "16" "LAYING" "tGravityAcc.mean...Y" -0.0199270225714286
"1392" "16" "LAYING" "tGravityAcc.mean...Z" 0.893884468571429
"1393" "16" "LAYING" "tBodyAccJerk.mean...X" 0.0783960268571429
"1394" "16" "LAYING" "tBodyAccJerk.mean...Y" 0.0132805054325714
"1395" "16" "LAYING" "tBodyAccJerk.mean...Z" -0.00154105089764286
"1396" "16" "LAYING" "tBodyGyro.mean...X" -0.0161545406857143
"1397" "16" "LAYING" "tBodyGyro.mean...Y" -0.113675060885714
"1398" "16" "LAYING" "tBodyGyro.mean...Z" 0.0966210349428571
"1399" "16" "LAYING" "tBodyGyroJerk.mean...X" -0.1022095722
"1400" "16" "LAYING" "tBodyGyroJerk.mean...Y" -0.0347735325871429
"1401" "16" "LAYING" "tBodyGyroJerk.mean...Z" -0.0576790435142857
"1402" "16" "LAYING" "tBodyAccMag.mean.." -0.961834634857143
"1403" "16" "LAYING" "tGravityAccMag.mean.." -0.961834634857143
"1404" "16" "LAYING" "tBodyAccJerkMag.mean.." -0.988349656571429
"1405" "16" "LAYING" "tBodyGyroMag.mean.." -0.951777099571429
"1406" "16" "LAYING" "tBodyGyroJerkMag.mean.." -0.990839526285714
"1407" "16" "LAYING" "fBodyAcc.mean...X" -0.980213187428571
"1408" "16" "LAYING" "fBodyAcc.mean...Y" -0.963635575142857
"1409" "16" "LAYING" "fBodyAcc.mean...Z" -0.974580069142857
"1410" "16" "LAYING" "fBodyAccJerk.mean...X" -0.988580046285714
"1411" "16" "LAYING" "fBodyAccJerk.mean...Y" -0.984752927142857
"1412" "16" "LAYING" "fBodyAccJerk.mean...Z" -0.985544945285714
"1413" "16" "LAYING" "fBodyGyro.mean...X" -0.975892407428571
"1414" "16" "LAYING" "fBodyGyro.mean...Y" -0.976092920571429
"1415" "16" "LAYING" "fBodyGyro.mean...Z" -0.985957788
"1416" "16" "LAYING" "fBodyAccMag.mean.." -0.968020521285714
"1417" "16" "LAYING" "fBodyBodyAccJerkMag.mean.." -0.987514525142857
"1418" "16" "LAYING" "fBodyBodyGyroMag.mean.." -0.970249638857143
"1419" "16" "LAYING" "fBodyBodyGyroJerkMag.mean.." -0.988695277714286
"1420" "16" "SITTING" "tBodyAcc.mean...X" 0.280768574492754
"1421" "16" "SITTING" "tBodyAcc.mean...Y" -0.0102497939956522
"1422" "16" "SITTING" "tBodyAcc.mean...Z" -0.0891404038405797
"1423" "16" "SITTING" "tGravityAcc.mean...X" 0.942457377971014
"1424" "16" "SITTING" "tGravityAcc.mean...Y" -0.086588253942029
"1425" "16" "SITTING" "tGravityAcc.mean...Z" 0.0892682200463768
"1426" "16" "SITTING" "tBodyAccJerk.mean...X" 0.0734346720289855
"1427" "16" "SITTING" "tBodyAccJerk.mean...Y" 0.00985642890855072
"1428" "16" "SITTING" "tBodyAccJerk.mean...Z" -0.0115030575052174
"1429" "16" "SITTING" "tBodyGyro.mean...X" -0.0412014042275362
"1430" "16" "SITTING" "tBodyGyro.mean...Y" -0.0574525433043478
"1431" "16" "SITTING" "tBodyGyro.mean...Z" 0.0795736310463768
"1432" "16" "SITTING" "tBodyGyroJerk.mean...X" -0.0957204520289855
"1433" "16" "SITTING" "tBodyGyroJerk.mean...Y" -0.0450369280637681
"1434" "16" "SITTING" "tBodyGyroJerk.mean...Z" -0.0588371273536232
"1435" "16" "SITTING" "tBodyAccMag.mean.." -0.961879680724638
"1436" "16" "SITTING" "tGravityAccMag.mean.." -0.961879680724638
"1437" "16" "SITTING" "tBodyAccJerkMag.mean.." -0.987472699130435
"1438" "16" "SITTING" "tBodyGyroMag.mean.." -0.946417382463768
"1439" "16" "SITTING" "tBodyGyroJerkMag.mean.." -0.992444606231884
"1440" "16" "SITTING" "fBodyAcc.mean...X" -0.987043828985507
"1441" "16" "SITTING" "fBodyAcc.mean...Y" -0.961456685507246
"1442" "16" "SITTING" "fBodyAcc.mean...Z" -0.959552230434783
"1443" "16" "SITTING" "fBodyAccJerk.mean...X" -0.990964251304348
"1444" "16" "SITTING" "fBodyAccJerk.mean...Y" -0.981752167391304
"1445" "16" "SITTING" "fBodyAccJerk.mean...Z" -0.981178036811594
"1446" "16" "SITTING" "fBodyGyro.mean...X" -0.978632856956522
"1447" "16" "SITTING" "fBodyGyro.mean...Y" -0.96679600173913
"1448" "16" "SITTING" "fBodyGyro.mean...Z" -0.960058264057971
"1449" "16" "SITTING" "fBodyAccMag.mean.." -0.958335480724638
"1450" "16" "SITTING" "fBodyBodyAccJerkMag.mean.." -0.983968635942029
"1451" "16" "SITTING" "fBodyBodyGyroMag.mean.." -0.954060994347826
"1452" "16" "SITTING" "fBodyBodyGyroJerkMag.mean.." -0.989363136376812
"1453" "16" "STANDING" "tBodyAcc.mean...X" 0.283497402948718
"1454" "16" "STANDING" "tBodyAcc.mean...Y" -0.0165999672935897
"1455" "16" "STANDING" "tBodyAcc.mean...Z" -0.103657729076923
"1456" "16" "STANDING" "tGravityAcc.mean...X" 0.941587749358974
"1457" "16" "STANDING" "tGravityAcc.mean...Y" -0.0578867045
"1458" "16" "STANDING" "tGravityAcc.mean...Z" -0.166737468166667
"1459" "16" "STANDING" "tBodyAccJerk.mean...X" 0.0736438905641026
"1460" "16" "STANDING" "tBodyAccJerk.mean...Y" 0.0120767950358846
"1461" "16" "STANDING" "tBodyAccJerk.mean...Z" -0.00476310557910256
"1462" "16" "STANDING" "tBodyGyro.mean...X" -0.0299337294166667
"1463" "16" "STANDING" "tBodyGyro.mean...Y" -0.068667733
"1464" "16" "STANDING" "tBodyGyro.mean...Z" 0.0867342708846154
"1465" "16" "STANDING" "tBodyGyroJerk.mean...X" -0.100107332602564
"1466" "16" "STANDING" "tBodyGyroJerk.mean...Y" -0.0424982241410256
"1467" "16" "STANDING" "tBodyGyroJerk.mean...Z" -0.0544335294410256
"1468" "16" "STANDING" "tBodyAccMag.mean.." -0.969948825128205
"1469" "16" "STANDING" "tGravityAccMag.mean.." -0.969948825128205
"1470" "16" "STANDING" "tBodyAccJerkMag.mean.." -0.989205231794872
"1471" "16" "STANDING" "tBodyGyroMag.mean.." -0.972528178205128
"1472" "16" "STANDING" "tBodyGyroJerkMag.mean.." -0.992848576025641
"1473" "16" "STANDING" "fBodyAcc.mean...X" -0.989427670897436
"1474" "16" "STANDING" "fBodyAcc.mean...Y" -0.96931401525641
"1475" "16" "STANDING" "fBodyAcc.mean...Z" -0.969999504230769
"1476" "16" "STANDING" "fBodyAccJerk.mean...X" -0.991038638974359
"1477" "16" "STANDING" "fBodyAccJerk.mean...Y" -0.982425403974359
"1478" "16" "STANDING" "fBodyAccJerk.mean...Z" -0.986091891538462
"1479" "16" "STANDING" "fBodyGyro.mean...X" -0.973157351666667
"1480" "16" "STANDING" "fBodyGyro.mean...Y" -0.983594244615385
"1481" "16" "STANDING" "fBodyGyro.mean...Z" -0.98363927
"1482" "16" "STANDING" "fBodyAccMag.mean.." -0.971082558076923
"1483" "16" "STANDING" "fBodyBodyAccJerkMag.mean.." -0.986502687948718
"1484" "16" "STANDING" "fBodyBodyGyroMag.mean.." -0.975448632179487
"1485" "16" "STANDING" "fBodyBodyGyroJerkMag.mean.." -0.99117243
"1486" "16" "WALKING" "tBodyAcc.mean...X" 0.276023564509804
"1487" "16" "WALKING" "tBodyAcc.mean...Y" -0.0204286929452941
"1488" "16" "WALKING" "tBodyAcc.mean...Z" -0.108804049803922
"1489" "16" "WALKING" "tGravityAcc.mean...X" 0.925981326078431
"1490" "16" "WALKING" "tGravityAcc.mean...Y" -0.0668246472745098
"1491" "16" "WALKING" "tGravityAcc.mean...Z" -0.217351194313725
"1492" "16" "WALKING" "tBodyAccJerk.mean...X" 0.0770223771764706
"1493" "16" "WALKING" "tBodyAccJerk.mean...Y" 0.00968444678235294
"1494" "16" "WALKING" "tBodyAccJerk.mean...Z" 0.00360803282352941
"1495" "16" "WALKING" "tBodyGyro.mean...X" -0.0151721912792157
"1496" "16" "WALKING" "tBodyGyro.mean...Y" -0.0695955689607843
"1497" "16" "WALKING" "tBodyGyro.mean...Z" 0.0818650735686274
"1498" "16" "WALKING" "tBodyGyroJerk.mean...X" -0.110917348282353
"1499" "16" "WALKING" "tBodyGyroJerk.mean...Y" -0.0433876843176471
"1500" "16" "WALKING" "tBodyGyroJerk.mean...Z" -0.0532986670705882
"1501" "16" "WALKING" "tBodyAccMag.mean.." -0.258766694117647
"1502" "16" "WALKING" "tGravityAccMag.mean.." -0.258766694117647
"1503" "16" "WALKING" "tBodyAccJerkMag.mean.." -0.363144483529412
"1504" "16" "WALKING" "tBodyGyroMag.mean.." -0.485931932745098
"1505" "16" "WALKING" "tBodyGyroJerkMag.mean.." -0.671541834117647
"1506" "16" "WALKING" "fBodyAcc.mean...X" -0.394790433529412
"1507" "16" "WALKING" "fBodyAcc.mean...Y" -0.321500667843137
"1508" "16" "WALKING" "fBodyAcc.mean...Z" -0.244363048235294
"1509" "16" "WALKING" "fBodyAccJerk.mean...X" -0.44140618254902
"1510" "16" "WALKING" "fBodyAccJerk.mean...Y" -0.454270822156863
"1511" "16" "WALKING" "fBodyAccJerk.mean...Z" -0.422332394117647
"1512" "16" "WALKING" "fBodyGyro.mean...X" -0.59574648627451
"1513" "16" "WALKING" "fBodyGyro.mean...Y" -0.619731930392157
"1514" "16" "WALKING" "fBodyGyro.mean...Z" -0.432885310980392
"1515" "16" "WALKING" "fBodyAccMag.mean.." -0.410463241960784
"1516" "16" "WALKING" "fBodyBodyAccJerkMag.mean.." -0.378278490588235
"1517" "16" "WALKING" "fBodyBodyGyroMag.mean.." -0.669228540784314
"1518" "16" "WALKING" "fBodyBodyGyroJerkMag.mean.." -0.72068229
"1519" "16" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...X" 0.295586802191489
"1520" "16" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Y" -0.0183898583787234
"1521" "16" "WALKING_DOWNSTAIRS" "tBodyAcc.mean...Z" -0.119873705148936
"1522" "16" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...X" 0.917818427021277
"1523" "16" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Y" -0.0584832676382979
"1524" "16" "WALKING_DOWNSTAIRS" "tGravityAcc.mean...Z" -0.225382496382979
"1525" "16" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...X" 0.0907857064255319
"1526" "16" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Y" -0.0148114530276596
"1527" "16" "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean...Z" -0.029312256293617
"1528" "16" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...X" -0.0225373369978723
"1529" "16" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Y" -0.068264792706383
"1530" "16" "WALKING_DOWNSTAIRS" "tBodyGyro.mean...Z" 0.0835380057
"1531" "16" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...X" -0.103904044543617
"1532" "16" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Y" -0.0567686629753191
"1533" "16" "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean...Z" -0.0612136932929787
"1534" "16" "WALKING_DOWNSTAIRS" "tBodyAccMag.mean.." 0.191079793587447
"1535" "16" "WALKING_DOWNSTAIRS" "tGravityAccMag.mean.." 0.191079793587447
"1536" "16" "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean.." -0.165908810808511
"1537" "16" "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean.." -0.309820427234043
"1538" "16" "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean.." -0.590896636382979
"1539" "16" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...X" 0.0368263528276596
"1540" "16" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Y" -0.134598352726809
"1541" "16" "WALKING_DOWNSTAIRS" "fBodyAcc.mean...Z" -0.04769426376
"1542" "16" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...X" -0.155444882765957
"1543" "16" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Y" -0.289957855489362
"1544" "16" "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean...Z" -0.241974080021277
"1545" "16" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...X" -0.420844008625532
"1546" "16" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Y" -0.479512983617021
"1547" "16" "WALKING_DOWNSTAIRS" "fBodyGyro.mean...Z" -0.375000625531915
"1548" "16" "WALKING_DOWNSTAIRS" "fBodyAccMag.mean.." 0.114032088546809
"1549" "16" "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.0745659082223404
"1550" "16" "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean.." -0.488253939574468
"1551" "16" "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.58966315
"1552" "16" "WALKING_UPSTAIRS" "tBodyAcc.mean...X" 0.255986102627451
"1553" "16" "WALKING_UPSTAIRS" "tBodyAcc.mean...Y" -0.0143654945011765
"1554" "16" "WALKING_UPSTAIRS" "tBodyAcc.mean...Z" -0.124074517745098
"1555" "16" "WALKING_UPSTAIRS" "tGravityAcc.mean...X" 0.826874282745098
"1556" "16" "WALKING_UPSTAIRS" "tGravityAcc.mean...Y" -0.0805926025490196
"1557" "16" "WALKING_UPSTAIRS" "tGravityAcc.mean...Z" -0.379059698039216
"1558" "16" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...X" 0.0762526677
"1559" "16" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Y" 0.0173729333352941
"1560" "16" "WALKING_UPSTAIRS" "tBodyAccJerk.mean...Z" 0.0380533591627451
"1561" "16" "WALKING_UPSTAIRS" "tBodyGyro.mean...X" 0.0718408878078431
"1562" "16" "WALKING_UPSTAIRS" "tBodyGyro.mean...Y" -0.0486136789705882
"1563" "16" "WALKING_UPSTAIRS" "tBodyGyro.mean...Z" -0.00779288021764706
"1564" "16" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...X" -0.140908293613922
"1565" "16" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Y" -0.0296211298558824
"1566" "16" "WALKING_UPSTAIRS" "tBodyGyroJerk.mean...Z" -0.035416300054902
"1567" "16" "WALKING_UPSTAIRS" "tBodyAccMag.mean.." -0.233990331568627
"1568" "16" "WALKING_UPSTAIRS" "tGravityAccMag.mean.." -0.233990331568627
"1569" "16" "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean.." -0.48321905
"1570" "16" "WALKING_UPSTAIRS" "tBodyGyroMag.mean.." -0.308260568039216
"1571" "16" "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean.." -0.737705162156863
"1572" "16" "WALKING_UPSTAIRS" "fBodyAcc.mean...X" -0.474984014705882
"1573" "16" "WALKING_UPSTAIRS" "fBodyAcc.mean...Y" -0.268063812745098
"1574" "16" "WALKING_UPSTAIRS" "fBodyAcc.mean...Z" -0.335853041176471
"1575" "16" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...X" -0.546088862941176
"1576" "16" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Y" -0.468605205294118
"1577" "16" "WALKING_UPSTAIRS" "fBodyAccJerk.mean...Z" -0.565220840588235
"1578" "16" "WALKING_UPSTAIRS" "fBodyGyro.mean...X" -0.53239971627451
"1579" "16" "WALKING_UPSTAIRS" "fBodyGyro.mean...Y" -0.642018064117647
"1580" "16" "WALKING_UPSTAIRS" "fBodyGyro.mean...Z" -0.492427493529412
"1581" "16" "WALKING_UPSTAIRS" "fBodyAccMag.mean.." -0.370649738235294
"1582" "16" "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean.." -0.475597717843137
"1583" "16" "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean.." -0.630546675490196
"1584" "16" "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean.." -0.787833632352941
"1585" "17" "LAYING" "tBodyAcc.mean...X" 0.269780085577465
"1586" "17" "LAYING" "tBodyAcc.mean...Y" -0.0168462006729577
"1587" "17" "LAYING" "tBodyAcc.mean...Z" -0.107006279704225
"1588" "17" "LAYING" "tGravityAcc.mean...X" -0.19913309
"1589" "17" "LAYING" "tGravityAcc.mean...Y" 0.658792072253521
"1590" "17" "LAYING" "tGravityAcc.mean...Z" 0.722657502112676
"1591" "17" "LAYING" "tBodyAccJerk.mean...X" 0.077908974656338
"1592" "17" "LAYING" "tBodyAccJerk.mean...Y" 0.00706867100408451
"1593" "17" "LAYING" "tBodyAccJerk.mean...Z" -0.000143542544507042
"1594" "17" "LAYING" "tBodyGyro.mean...X" -0.0234756467113239
"1595" "17" "LAYING" "tBodyGyro.mean...Y" -0.0944580192535211
"1596" "17" "LAYING" "tBodyGyro.mean...Z" 0.111440490309859
"1597" "17" "LAYING" "tBodyGyroJerk.mean...X" -0.102049763957746
"1598" "17" "LAYING" "tBodyGyroJerk.mean...Y" -0.0361961143943662
"1599" "17" "LAYING" "tBodyGyroJerk.mean...Z" -0.0604927046338028
"1600" "17" "LAYING" "tBodyAccMag.mean.." -0.953021411126761
"1601" "17" "LAYING" "tGravityAccMag.mean.." -0.953021411126761
"1602" "17" "LAYING" "tBodyAccJerkMag.mean.." -0.981607627887324
"1603" "17" "LAYING" "tBodyGyroMag.mean.." -0.960733121690141
"1604" "17" "LAYING" "tBodyGyroJerkMag.mean.." -0.985542411126761
"1605" "17" "LAYING" "fBodyAcc.mean...X" -0.974359280140845
"1606" "17" "LAYING" "fBodyAcc.mean...Y" -0.954648102253521
"1607" "17" "LAYING" "fBodyAcc.mean...Z" -0.965406091549296
"1608" "17" "LAYING" "fBodyAccJerk.mean...X" -0.98147206915493
"1609" "17" "LAYING" "fBodyAccJerk.mean...Y" -0.977212387746479
